timestamp,active_minutes,distance_delta,height,sleep_segment,body_temperature,step_count_delta,calories_expended,heart_rate_bpm,weight,blood_pressure,blood_glucose,nutrition
2025-05-19 08:12:06.272,7,608.6822147752459,,,,847,2041.70199662917,,,,,
2025-05-20 08:12:06.272,48,3334.239171370799,,,,4654,2319.4731188444275,,,,,
2025-05-21 08:12:06.272,78,4638.358800805204,,,,6470,2411.297368480238,,105.0,,,
2025-05-22 08:12:06.272,42,2371.4415033954087,1.8799999952316284,,,3283,2239.205458762367,,,,,
2025-05-23 08:12:06.272,125,7868.68993780385,,,,10675,2563.2359468005207,,,,,
2025-05-24 08:12:06.272,48,2947.0233863408625,,,,4305,2268.843429704886,,,,,
2025-05-25 08:12:06.272,10,502.58946327045305,,,,907,1970.5721332093422,,,,,
